Type of Review,Name,Classification,Company,Distillery,Release Date,Proof,Age,Mashbill,Color,MSRP,Website,Nose,Palate,Finish,Overall,Overall Rating,Written By,Link
,Clyde May’s Straight Rye,Classification: Straight Rye,Company: Conecuh Brands,Distillery: Sourced (From an undisclosed distillery in Indiana),Release Date: Ongoing,Proof: 94,Age: 3 Years,Mashbill: Undisclosed,MSRP: $45 (2020),Website,"Clyde May’s Rye is aptly named after Clyde May who was an Alabama farmer. May had a storied history as being a talented moonshiner in the mid-20th century, refining his craft over the years and ultimately spending time in a federal penitentiary because of this. Known for his usage of oven-dried apples, May would add these to his barrels during the aging process resulting in a distinctive flavor profile. In 2001, May’s son recreated his father's recipe and legally began distilling Clyde May’s.

The bottle of Clyde May’s Rye itself sports a green and white label, which is representative of the colors in Clyde’s prison cell. While the whiskey is currently sourced, the company announced plans in late 2017 to open a distillery in Troy, Alabama. Construction has been delayed, with groundbreaking now expected to start in early 2020. The bottle being reviewed is from Batch 003 and its label states it’s aged a minimum of 3 years.","Youthful hints of sweet vanilla, corn, light rye grain, green apple, and ripe honeydew. The scents work as a nice way to start the sip, however the youth of the whiskey is more prevalent than I would have preferred.","Lightly charred oak, green peppercorn, and green apples mix with sweeter flavors of vanilla, syrup, and hints of toasted brown sugar. The spice is more noticeable in the sip versus the nose, however it comes across as slightly unbalanced.","Fresh baked bread, corn, and sweet vanilla all lay on top of a lingering rye spice note. The spice lasts for a surprisingly long time and is one of the highlights of the sip.","Clyde May’s Rye first attempt into the rye market for the brand leaves a lot of room for growth. Its higher proof allows for a nice variation in flavors to come forward. However in this case, the variation in flavors can come across as unbalanced and don’t play as well against the youthful undertone that are found throughout. As the brand switches from sourced to in-house distilled whiskey in the coming years, it will be interesting to see how the flavor profile changes over time.

The sample used for this review was provided at no cost courtesy of Conecuh Brands. We thank them for the sample and for allowing us to review it with no strings attached.",2,Jordan,https://www.breakingbourbon.com/review/clyde-mays-straight-rye
Manually Added,"Hudson Whiskey Bright Lights, Big Bourbon",Straight Bourbon,"William Grant & Sons, Inc",Tuthilltown Spirits Distillery,Ongoing,92,3 Years,"95% Corn, 5% Malted Barley",Gold,"$25 (375ml), $40 (750ml) (2020)",Official Website,Heavy grain | Corn | Oak | Slightest hint of vanilla & raisin | Very grainy and youthful,Oak | Youthful grain | Dab of baking chocolate | Vanilla,Youthful grain | Oak | Vanilla | Simple,"Hudson Whiskey was one of the original leaders of the craft bourbon movement in the early 2000’s. Since that time they have continued to put out a bourbon that has been polarizing in the whiskey community. With a flashy packaging redesign in 2020, the brand shows that while the look on the outside may have changed, the liquid on the inside stays the same. Hudson Whiskey Bright Lights, Big Bourbon offers a very youthful sip, with slight flashes in the palate of possible potential if it only had more time to rest in a barrel. The most perplexing thing about this brand is that Hudson hasn’t taken the time to explore further aging their bourbon, instead relying on a youthful flavor profile that most likely won’t appeal to the experienced bourbon drinker.",2,Jordan,https://www.breakingbourbon.com/review/hudson-whiskey-bright-lights-big-bourbon
,Redemption Rye Rum Cask Finish Batch 1,Straight Rye Finished in Rum Casks,Deutsch Family Wine & Spirits,MGP,March 2020,94,NAS (Said to have been finished for a minimum of 3 months in Plantation rum barrels,"95% Rye, 5% Malted Barley",Golden Straw ,$35 (2020),,"The aroma is pretty much what you’d expect: rye spice and cinnamon, mingled with sweet molasses, vanilla, and oak. It’s pleasant as it gently swells from the glass. The scents work well together, but the aroma will make you do a double take. As familiar as the scents come across at first, you’ll get a sudden injection of rum that transforms it into something weirdly unexpected.","A heavy dose of rye spice greets you, which transitions into a mishmash of traditional rye and rum flavors of spice, cinnamon, molasses, and brown sugar. That’s not to say the overall flavor is bad per say, but it's hard to taste individual flavors here. In a way this makes it come across as more of a simple pre-mixed cocktail. It’s enjoyable to drink, as long as you don’t expect much.","This is where the rum influence really rears its head. There’s a noticeable ramp up of sweetness, but it's surprisingly fleeting. It provides an interesting contrast to the rye notes found in the palate, but unfortunately transitions into an off-tasting, vinegary, and ethanol affair. It thankfully quickly dissipates, leaving an enjoyable, albeit mild, molasses aftertaste.","Overall Redemption Rye Rum Cask Finish is an easy drinker, and I’m sure plenty of people will find joy in drinking it. Its finish is flawed, and where some will be willing to overlook it, for others, it will be a dealbreaker. If you want to treat this as a pre-mixed cocktail as its palate suggests, the whiskey’s 94 proof can be problematic. Adding some water or even club soda does help cut its proof and transform it into a decent pseudo-cocktail, but there is a razor thin line where if you add too much water it loses all of its character. At $35, it’s priced on the low side for a finished whiskey, but its flaws keep it from being a recommended purchase. There are still some kinks to be worked out here. While its mellow rum influence might be more palatable to drinkers, it can’t compete with Angel’s Envy’s Rye complexity. Utilizing rum as a blending or finishing agent is interesting, but I’m not sure if anyone has completely cracked it yet in the American whiskey-sphere. It still has to be proven if rum is as complementary to whiskey as wine is when it comes to finishing, but the potential is there.

",2,Eric,https://www.breakingbourbon.com/review/redemption-rye-rum-cask-finish-batch-1
,Spirit Works Distillery Four Grain Bourbon Batch 001,Classification: Straight Bourbon,Company: Spirit Works Distillery,Distillery: Spirit Works Distillery,Release Date: April 2020,Proof: 80,Age: NAS (Website states 4 years old),"Mashbill: Undisclosed (Blend of two bourbon mashbills, each containing 60% corn with unspecified amounts of wheat, rye, and barley)",Color: Light Bronze,MSRP: $50,Official Website,Light vanilla | Peaches | Summer fruits | Hint of grain | Creme brulee | Sweet and light in delivery,Oaky | Light peppercorn | Touch of brown sugar | Light overall mouthfeel,Light oak | Vanilla | Hint of tannic oak | Touch of white peppercorn | Incredibly short,"Spirit Works Four Grain Bourbon is light in its overall delivery. While the nose draws you in with sweeter flavors, the palate and finish are just a little too light and short in their delivery. Since you don’t see too many four grain bourbons on the market, Spirit Works Distillery has an opportunity to really differentiate itself from the competition. I would like to see this spend a few more years developing in the barrel to really pull out its fullest potential. That said, this would be a great bourbon to use for a favorite sweeter whiskey cocktail.",2,Jordan,https://www.breakingbourbon.com/review/spirit-works-distillery-four-grain-bourbon-batch-001
,Split Rock Organic Straight Bourbon,Classification: Straight Bourbon,Company: Split Rock Distilling,Distillery: Split Rock Distilling,Release Date: Ongoing,Proof: 88,Age: Minimum of 2 years in 30 gallon barrels (Website states current age is 3 years),"Mashbill: 60% Corn, 20% Wheat, 15% Barley, 5% Rye",Color: Amber,MSRP: $65 (2020),Official Website,"Cereal grain | Corn | Cedar | Cinnamon | Vanilla | Light but expressive, yet grain-forward",Minerals | Grain | Malt | Caramel | Faint smokiness | Thin mouthfeel,Grain | Toffee | Oak | Slight burn,"I like the path this bourbon took me down as it nicely showcased its four grains throughout its sip, but its lack of time in the barrel is much too evident. It features a nice clean delivery of flavors, but additional aging will help develop these flavors more. I respect the effort the team at Split Rock is putting into this bourbon as it's a true organic grain-to-glass process using sustainable practices to create their product. There aren't many distilleries doing what they’re doing, and in some time I expect them to adequately fine-tune this unique product.",2,Eric,https://www.breakingbourbon.com/review/split-rock-organic-straight-bourbon
,Starward Nova Single Malt Whisky,"Classification: Single Malt Aged in Shiraz, Cabernet Sauvignon, & Pinot Noir Cask Barrels",Company: Starward Whisky,Distillery: New World Whisky Distillery,Release Date: Ongoing,Proof: 82,Age: 2 Years,Mashbill: 100% Malt,Color: Light Amber,MSRP: $50 (2020),Official Website,Red grapes | Malt | Roses | Sugar coated gumdrops | Light oak | Overall light but effective,Shiraz | Strawberry | Cranberry | Cherry | Sweet,Dark grape | Oak | Mild smoke | Tempered bitterness | Dry | Winey aftertaste,"If a whisky from Australia somehow isn’t enough to catch your attention, a single malt that’s aged in three different wine casks definitely might. This 2 year old single malt doesn’t necessarily hide its age well, but instead uses it as an accent note against its more prevalent wine finishing influence. Light and sweet overall, this whiskey puts forth a very fruit-forward flavor profile. Its finish can take a few sips to get acclimated to, as it finishes like a dry wine. Well suited for wine lovers looking to venture into whiskey, or whiskey drinkers looking for more in-your-face fruit notes in their whiskey.",2,Eric,https://www.breakingbourbon.com/review/starward-nova-single-malt-whisky
,Starward Two-Fold Double Grain Australian Whiskey,Classification: Whiskey,Company: Starward Whisky,Distillery: New World Whisky Distillery,Release Date: Ongoing,Proof: 80,Age: 2 Years,Mashbill: Blend of 100% Wheat Whiskey (60% of blend) and 100% Malted Barley Whiskey (40% of blend),Color: Hay,MSRP: $35 (2020),Official Website,Roasted malt | Vanilla cream | Hint of youth,Malty | Summer berries | Vanilla | Light spice | Soft & sweet,Brown sugar | Berries | Dry | Gentle | Lingering sweetness,"Originating from Melbourne, Australia, this two grain whiskey is aged in Australian red wine barrels. The blend of the wheat and malted barley whiskeys results in a flavor profile that is gentle, sweet, and well rounded despite showing obvious signs of youth. However this youth could be eliminated with a little more time in the barrel. The red wine barrels, which are said to be lightly charred or quickly blasted with steam before use, impart subtle but noticeable influence to the resulting whiskey.",2,Nick,https://www.breakingbourbon.com/review/starward-two-fold-double-grain-australian-whiskey
,Stave & Barrel Single Barrel - Barrel Strength Barrel #19,Classification: Bourbon,"Company: Glenns Creek Distilling, LLC",Distillery: MGP,Release Date: Ongoing,Proof: 125,Age: NAS,"Mashbill: 75% Corn, 21% Rye, 4% Malted Barley",Color: Walnut,MSRP: $40 (2020),Official Website,Dominant oak | Hints of leather | Vanilla | Ethanol | Cinnamon spice,Brown sugar | Oak | Rye spice | Underlying vanilla | Cinnamon stick,Wet oak | Rye spice | Leather | Light vanilla | Hint of brown sugar | Unbalanced ending,"Situated on the famed original site of the Old Crow Distillery, Glenns Creek offers both sourced and inhouse distilled products. Stave & Barrel is sourced from MGP, but undergoes a double barrel process at the Glenns Creek Distillery for an undisclosed amount of time. This single barrel variant is full of woody sweet notes throughout the sip. An unbalanced finish derails what would otherwise be a well-rounded sip.

This sample was provided at no cost and no strings attached.",2,Jordan,https://www.breakingbourbon.com/review/stave-barrel-single-barrel-barrel-strength-barrel-19
,Atticus Jones Rye Batch 1,Classification: Straight Rye,Company: The Family Jones,Distillery: The Family Jones,Release Date: October 2019,Proof: 94,Age: 2 Years,"Mashbill: 75% Rye, 15% Corn, 10% Malted Barley",Color: Golden Hay,MSRP: $55 (2020),Official Website,Grain | Rye spice | Fresh baked bread | Light oak | Youthful,Smoked grain | Light vanilla | Rye spice | White peppercorn,Light vanilla | Grain | Lightly charred oak | Straightforward,It’s always nice to see transparency by smaller distilleries such as The Family Jones. Their Atticus Jones Rye is aged for a minimum of two years in Cooper’s Select American Oak char #3 barrels. The rye presents a very youth-heavy flavor profile with the palate showing enough hints to make you wonder what it may taste like with more time in the wood. Overall it’s the highlighting of the grain as the predominant trait throughout the sip that leaves Atticus Jones Rye coming across as overlay youthful and lacking in depth. The bottle being reviewed is number 1175.,1.5,Jordan,https://www.breakingbourbon.com/review/atticus-jones-rye-batch-1
,Blaum Bros. Straight Bourbon,Classification: Straight Bourbon,Company: Blaum Bros. Distilling Co.,Distillery: Blaum Bros. Distilling Co.,Release Date: Ongoing,Proof: 100,Age: NAS,"Mashbill: 72% Corn, 23% Rye, 5% Malted Barley",Color: Hay,MSRP: $50 (2020),Official Website,Strawberry cream | Sweet corn | Light banana | Lipstick | Overly dominant youthful grain,Fruit cup | Corn | Cherry | Grain | Smooth & straightforward,Light oak | Candy corn | Grain | Simple,"Blaum Bros Distilling Co. was founded by two brothers who, according to their website, found that the only way they could get along was to drink whiskey with each other. They’ve been producing a portfolio of spirits since 2013, and their straight bourbon is at least four years old. It’s remarkably easy drinking with its summer fruit notes for a 100 proof bourbon. Unfortunately, the bourbon is dominated by youthful grain notes that muddle the brightness of the overall flavor profile and really bring down the overall experience of the sip. Additional time in the barrel is still needed here which will hopefully put a better emphasis on what this whiskey has to truly offer.",1.5,Eric,https://www.breakingbourbon.com/review/blaum-bros-straight-bourbon
,Coppercraft Small Batch Bourbon,Classification: Straight Bourbon,Company: Coppercraft Distillery,Distillery: Sourced (from undisclosed distillery[ies]),Release Date: Ongoing,Proof: 97,Age: NAS (Blend of 4+ and 11+ year old bourbons per company website),Mashbill: Undisclosed,Color: Straw,MSRP: $50 (2020),Official Website,Corn | Grain | Vanilla | Lemon | Granny apples | Light oak | Quite timid and lacking ample character,Grain | Citrus | Custard | Mild oak | Light in both flavor and consistency,Mild spearmint | Cereal grain | Honey | Touch of cinnamon | Short finish,"The company isn’t shy about declaring this sourced bourbon from their website, but their bottle gives a drastically different impression. Despite the company being established in 2012 and featuring an 11 year old bourbon, I didn’t expect this to taste so young and grain-forward. I get the sense that a splash of older bourbon was used to round off some of the 4 year old bourbon’s more youthful drawbacks. Apparently they didn’t use enough though, as this is underdeveloped and overpriced for what it offers right now. Cheers to their amazing bottle design though.",1.5,Eric,https://www.breakingbourbon.com/review/coppercraft-small-batch-bourbon
,Dead Man’s Hand Whiskey,Classification: Whiskey,Company: Dead Man’s Hand,Distillery: Whiskey River,Release Date: Ongoing,Proof: 80,Age: NAS,"Mashbill: 75% Corn, 21% Rye and 4% Barley",Color: Light Gold,MSRP: $40 (2020),Official Website,Corn | Light vanilla | Grain | Hints of buttered popcorn | Youthful overall,Vanilla | Corn kernels | Oak,Green peppercorn | Light rye spice | Tannic unaged oak | Hint of vanilla,"Dead Man’s Hand small batch is distilled and bottled in a small operation in Fairfield, California. The whiskey is aged in toasted French oak barrels for an undisclosed amount of time. The youthful notes pair best in a simple whiskey cocktail versus drinking neat, which highlights the need for more time in the barrel.

This sample was provided at no cost and no strings attached.",1.5,Jordan,https://www.breakingbourbon.com/review/dead-mans-hand-whiskey
,Devil’s River Coffee Bourbon,Classification: Bourbon Whiskey with Natural Flavors,Company: Devils River Distillery,Distillery: Undisclosed,Release Date: Ongoing,Proof: 80,Age: NAS,Mashbill: Undisclosed,Color: Mocha,MSRP: $25 (2020),Official Website,Dark roasted coffee beans | Maple sugar,Sickly sweet coffee | Light alcohol | Dominating,Liquid sugar | roasted coffee | Sweetness lingers,"I reviewed Oak & Eden’s Bourbon & Brew earlier in 2020, and was impressed by how integrated the coffee and bourbon flavors were making for a coffee infused bourbon that was enjoyable neat. However, while Bourbon & Brew maintained a place as a sipping whiskey, Devil’s River Coffee Bourbon does not. It is overly sweetened and tastes artificial as a result. Aside from this general sweetness, roasted coffee dominates leaving little room for anything else. At only $25 however, this does make a nice addition to support a coffee-themed cocktail, and with its dominating sweetness and coffee flavors that is where it is relegated to be. I’m sure pulling back the sweetness would help a bit to treat this as a sipping whiskey, however I don’t feel that’s what this really is. In short, this is coffee flavored whiskey the same way Fireball is cinnamon-flavored whiskey and Skrewball is peanut butter-flavored whiskey. If Devils River simply changed their positioning with the marketing of this brand they might just have a winner.",1,Nick,https://www.breakingbourbon.com/review/devils-river-coffee-bourbon
,Stillhouse Original Whiskey,Classification: Corn Whiskey,Company: Stillhouse Spirits Company,Distillery: Sourced from undisclosed distilleries in Virginia and Kentucky,Release Date: Ongoing,Proof: 80,Age: NAS,Mashbill: 100% Corn,MSRP: $28,Website,"Stillhouse Original Whiskey is a 100% corn whiskey that is unaged and clear. It’s sourced from undisclosed distilleries in Virginia and Kentucky and marketed as a premium white whiskey. Stillhouse Spirits Company focuses on the fact that it is made with estate-grown corn and is sold in a 100% stainless steel container. The company promotes this 100% stainless steel container as being unbreakable, able to be chilled quickly, and recyclable. The container being reviewed is from Make OG, Batch C014, and Item 6751.","Young oily corn is instantly noticeable. This is combined with a touch of ethanol. If you’re wondering if there’s any more depth to the nose than corn and ethanol, wonder no more, because there isn’t.","Thin sweet corn and ethanol are instantly noticeable and also stay noticeable. As was found in the nose, these are the only flavors present in the palate too. It’s not a horrid sip that you’ll want to spit out, but it leaves a ton to be desired too.",The sip ends on an instantaneous dash of corn that is followed by a lingering amount of heat.,"Stillhouse Original shouldn’t be mistaken for anything more than a white whiskey in a fancy package. It isn’t undrinkable, yet the price it charges for what it is is certainly hard to swallow. While I give the company credit for including a number of cocktails to make with the whiskey on the bottle, that doesn’t make up for the fact that at the end of the day this is an overpriced white dog whiskey. The company goes to great lengths to have the consumer try to forget that fact by focusing on the benefits of its stainless steel packaging and even prominently labeling it an original whiskey in big bold letters with the words ""clear spirit"" printed small in the description underneath. If your goal is a whiskey to mix cocktails with, ditch the can and search for a better alternative in terms of quality to cost.",1,Jordan,https://www.breakingbourbon.com/review/stillhouse-original-whiskey
,Taylor Garrett,Classification: Whiskey,Company: Taylor Garrett Spirits,Distillery: VARA Winery & Distillery,Release Date: Ongoing,Proof: 95,"Age: 24 Hours (24 hours in barrel, 6 days undergoing accelerated aging process)","Mashbill: 65% Corn, 25% Rye, 10% Malted Barley",Color: Mahogany,MSRP: $53 (2020),Official Website,Distillate | Ethanol | Oak | Unbalanced,Caramel | Rye spice | Pine | More developed than Nose & Finish,Rye spice | Raisins | Distillate | Youthful with a tapering sweetness,"Created by Scott Feuille, veteran and former Navy pilot, the name “Taylor Garrett” is a union of his two children’s first names and the logo a tribute to his time as a Naval Aviator, evoking images of fighter jets in formation with their jetstreams behind them. The company saying, “Accelerating Tradition,” alludes to what’s in the bottle - whiskey that has undergone a “rapid aging” process. Unfortunately, the end result is an odd mix of distillate and aged notes which doesn’t quite hit the mark.

This sample was provided at no cost and no strings attached.",1,Nick,https://www.breakingbourbon.com/review/taylor-garrett
